Song Title,Artist,Lyrics
 Staring At The Sun (feat. SZA),Post Malone,Oh Wait Wait I know you got a lotta shit youd like to say To say to say Slow down think you gettin lil carried away Youre too close to the flame But you dont wanna turn around Like you got me figured out But girl what I can promise is Ill let you down So dont put up a fight Youll get lost in the light If you keep staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun See Post Malone LiveGet tickets as low as 43You might also like Wait Yeah yeah wait I know I got a lot of shit going on with me Oh yeah oh yeah oh yeah Now were free to loving anyone other than me I try to rewind I get reminded that time dont wait for nobody Cant get too close and dont let it go Cause I can count on you to let me down I wont put up a fight I got lost in the light Oh If you keep staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun Wait Got a couple little things I would like to say Oh yeah Today is not your day You should walk away Oh yeah But you wont listen you just keep on Oh yeah Staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun39Embed Oh Wait Wait I know you got a lotta shit youd like to say To say to say Slow down think you gettin lil carried away Youre too close to the flame But you dont wanna turn around Like you got me figured out But girl what I can promise is Ill let you down So dont put up a fight Youll get lost in the light If you keep staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun Wait Yeah yeah wait I know I got a lot of shit going on with me Oh yeah oh yeah oh yeah Now were free to loving anyone other than me I try to rewind I get reminded that time dont wait for nobody Cant get too close and dont let it go Cause I can count on you to let me down I wont put up a fight I got lost in the light Oh If you keep staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun Wait Got a couple little things I would like to say Oh yeah Today is not your day You should walk away Oh yeah But you wont listen you just keep on Oh yeah Staring at the sun you wont see What you have become this cant be Everything you thought it was Blinded by the thought of us so Give me a chance I will Fuck up again I warned You in advance But you just keep on starin at the sun
 Internet,Post Malone,Eyeahyeahyeah Oh Whoa Eyeahyeahyeah I just seen lil mama Instagram and she flexin Dont care about your puppy just that ass and them breastses Oh girl you a model Damn I never woulda guessed it And if you tryna throw out all them vibes Ima catch em The lifestyle we live is just too dangerous Paranoid since theyve been leakin my shit Wonder if itll come out on the web And I cant help all these bitches on my dick Takin a photo and postin that shit Comin home late and I crawl into bed She always be askin me Where have you been Whoa The world has gone to shit and we all know that People freakin out like hit the Prozac Leon DeChino shorts got all the blogs mad Well fuck the internet and you can quote that whoa Instalove Well if ignorance is bliss then dont wake me up And Ill prolly be the last to know Whoa Cause I dont get on the internet no more Instalove Well if ignorance is bliss then dont wake me up And Ill prolly be the last to know Whoa Cause I dont get on the internet no more See Post Malone LiveGet tickets as low as 43You might also like Ooh ooh Ooh ooh Ooh ooh32Embed Eyeahyeahyeah Oh Whoa Eyeahyeahyeah I just seen lil mama Instagram and she flexin Dont care about your puppy just that ass and them breastses Oh girl you a model Damn I never woulda guessed it And if you tryna throw out all them vibes Ima catch em The lifestyle we live is just too dangerous Paranoid since theyve been leakin my shit Wonder if itll come out on the web And I cant help all these bitches on my dick Takin a photo and postin that shit Comin home late and I crawl into bed She always be askin me Where have you been Whoa The world has gone to shit and we all know that People freakin out like hit the Prozac Leon DeChino shorts got all the blogs mad Well fuck the internet and you can quote that whoa Instalove Well if ignorance is bliss then dont wake me up And Ill prolly be the last to know Whoa Cause I dont get on the internet no more Instalove Well if ignorance is bliss then dont wake me up And Ill prolly be the last to know Whoa Cause I dont get on the internet no more Ooh ooh Ooh ooh Ooh ooh
 Goodbyes (feat. Young Thug),Post Malone,Kurt ve ben ayn hissediyoruz ok fazla haz ac verir Kz arkadam beni boa harcyor tek yaptm ikayet etmek Deimesi gereken bir eye ihtiyac var kenara ekmek gerek Bu gece hepsini bover enemi kapamam syleme bana ok fazla konutuunun farkndayken Ama bo konuuyorsun Aklmdan kman istiyorum Bu gece yatak odamdan kman istiyorum Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir kimiz de deli gibi davranyoruz Ama deimek iin fazla inatyz imdi yine iiyorum 80 promil var kanmda Ve Parmak ularm lekeli kenara bakyorum Bu gece benimle urama Bu kalbe ihtiyacn olduunu syledin ve elde de ettin Belli ki istediin bu deilmi Ve vazgeemedik sonra da kaybettik imdi gidiciyim You might also like Kafamdan kman istiyorum Bu gece yatak odamdan kman istiyorum Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir Hayatmdan kman istiyorum Bu gece geri gelmeni istiyorum Seni kesip atmaya alyorum bam olmadan Seni kp kp doramak istiyorum Kalbim sahipleniyor titizlikle kesip atyor seni TVyi kapatmayabilir misin Kavgay izliyorum almadan elmaslarla garaj doldurdum Nicki Minaj sen gerek Barbie bebeksin Srmek iin anahtara gerek yok araban arjda Sadece rahatsz edilmeyen kesimin yaamn grmek istiyorum Ve asla dar kmaman istiyorum Yemin ederim dostlarma yamuk yaparlarsa Havada karada belalar olurum Aklmdan kman istiyorum Yatak odamdan kman istiyorum bu gece Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir Elveda elveda elveda Elveda elveda elveda Elveda elveda elveda Vedalarda iyi deilim Elveda elveda elveda Elveda elveda elveda Elveda elveda elveda Vedalarda iyi deilim1Embed Kurt ve ben ayn hissediyoruz ok fazla haz ac verir Kz arkadam beni boa harcyor tek yaptm ikayet etmek Deimesi gereken bir eye ihtiyac var kenara ekmek gerek Bu gece hepsini bover enemi kapamam syleme bana ok fazla konutuunun farkndayken Ama bo konuuyorsun Aklmdan kman istiyorum Bu gece yatak odamdan kman istiyorum Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir kimiz de deli gibi davranyoruz Ama deimek iin fazla inatyz imdi yine iiyorum 80 promil var kanmda Ve Parmak ularm lekeli kenara bakyorum Bu gece benimle urama Bu kalbe ihtiyacn olduunu syledin ve elde de ettin Belli ki istediin bu deilmi Ve vazgeemedik sonra da kaybettik imdi gidiciyim Kafamdan kman istiyorum Bu gece yatak odamdan kman istiyorum Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir Hayatmdan kman istiyorum Bu gece geri gelmeni istiyorum Seni kesip atmaya alyorum bam olmadan Seni kp kp doramak istiyorum Kalbim sahipleniyor titizlikle kesip atyor seni TVyi kapatmayabilir misin Kavgay izliyorum almadan elmaslarla garaj doldurdum Nicki Minaj sen gerek Barbie bebeksin Srmek iin anahtara gerek yok araban arjda Sadece rahatsz edilmeyen kesimin yaamn grmek istiyorum Ve asla dar kmaman istiyorum Yemin ederim dostlarma yamuk yaparlarsa Havada karada belalar olurum Aklmdan kman istiyorum Yatak odamdan kman istiyorum bu gece Seni kurtarmamn bir yolu yok nk benim de kurtarlmam lazm Vedalarda iyi deilimdir Elveda elveda elveda Elveda elveda elveda Elveda elveda elveda Vedalarda iyi deilim Elveda elveda elveda Elveda elveda elveda Elveda elveda elveda Vedalarda iyi deilim
 Myself,Post Malone,I wish I couldve been there myself Its what it is its how I live All the places Ive been I wish I couldve been there myself I made so much spent so much And I cant get enough I wish I couldve been there myself Wish I couldve been there myself Your second cousin lives in Orlando Orlando And yeah I just finished a show Just finished a show People shoving shots down their damn throat Some selling yes but Im gonna say no Gonna say no Its what it is its how I live All the places Ive been Ive been I wish I couldve been there myself Wish I couldve been there myself I made so much spent so much And I cant get enough I cant get enough I wish I couldve been there myself See Post Malone LiveGet tickets as low as 43You might also like All of this American dreamin Everybodys sick of believin Oh lets not give a fuck til Giving a fuck has no meaning Oh Im sick of believing All of this American dreaming Oh lets not give a fuck til Giving a fuck has no meaning oh Its what it is its how I live All the places Ive been I wish I couldve been there myself Wish I couldve been there myself I made so much spent so much And I cant get enough No I cant get enough I wish I couldve been there myself Wish I couldve been there myself No I cant get enough Oh oh oh oh32Embed I wish I couldve been there myself Its what it is its how I live All the places Ive been I wish I couldve been there myself I made so much spent so much And I cant get enough I wish I couldve been there myself Wish I couldve been there myself Your second cousin lives in Orlando Orlando And yeah I just finished a show Just finished a show People shoving shots down their damn throat Some selling yes but Im gonna say no Gonna say no Its what it is its how I live All the places Ive been Ive been I wish I couldve been there myself Wish I couldve been there myself I made so much spent so much And I cant get enough I cant get enough I wish I couldve been there myself All of this American dreamin Everybodys sick of believin Oh lets not give a fuck til Giving a fuck has no meaning Oh Im sick of believing All of this American dreaming Oh lets not give a fuck til Giving a fuck has no meaning oh Its what it is its how I live All the places Ive been I wish I couldve been there myself Wish I couldve been there myself I made so much spent so much And I cant get enough No I cant get enough I wish I couldve been there myself Wish I couldve been there myself No I cant get enough Oh oh oh oh
 I Know,Post Malone,Our love will never be another Youre just a devil undercover Undercover Found you when you were in the gutter In the gutter Shit was sweet until I was a sucker shout out Jonas Brothers I learned more than I cared to discover Discover Dont you know that Im more than a come up Come up You act up and then act like its nothin Nothin Sold your soul you stone cold you a stunner Stunner Every time you left Left shit was never right Right In another bed Bed every single night Night Had it to a science Science you were so precise Cise See it in your eyes Eyes saw you in the light Light Somehow mami I still want you Listen to me dont drive away Dont drive away Kill me softly your hold on me is Ooh Somethin I cant explain I know you could never be my bitch Yeah Shit could never be like this Oh I know stop thinkin youre in my plans Plans Hunnid times you blew another chance Chance I know you were gettin down on the low Down the low Then runnin back to me in the morning In the morning I know shit could never be like this You could never be my bitch No no Oh See Post Malone LiveGet tickets as low as 43You might also like Our love will never be another Uh Youre just a devil undercover Undercover Found you when you were in the gutter In the gutter Shit was sweet until I was a sucker Til I was a sucker yeah Rather be single for life Single for life rather be single Than be fuckin with you I aint rollin the dice no I aint rollin the dice I aint playin to lose No Every time you left shit was never right No In another bed Bed every single night Oh Had it to a science you were so precise Yeah See it in your eyes saw you in the light Light Somehow mami I still want you Want you Listen to me dont drive away Dont drive away Kill me softly your hold on me is Ayy Somethin I cant explain I know you could never be my bitch Be my bitch Shit could never be like this Be like this I know stop thinkin youre in my plans Plans Hunnid times you blew another chance Blew another chance I know you were gettin down on the low Down on the low Then runnin back to me in the morning I know shit could never be like this Be like this You could never be my bitch No no Be my bitch It could never be like this Shit could never be like this It could never be like this31Embed Our love will never be another Youre just a devil undercover Undercover Found you when you were in the gutter In the gutter Shit was sweet until I was a sucker shout out Jonas Brothers I learned more than I cared to discover Discover Dont you know that Im more than a come up Come up You act up and then act like its nothin Nothin Sold your soul you stone cold you a stunner Stunner Every time you left Left shit was never right Right In another bed Bed every single night Night Had it to a science Science you were so precise Cise See it in your eyes Eyes saw you in the light Light Somehow mami I still want you Listen to me dont drive away Dont drive away Kill me softly your hold on me is Ooh Somethin I cant explain I know you could never be my bitch Yeah Shit could never be like this Oh I know stop thinkin youre in my plans Plans Hunnid times you blew another chance Chance I know you were gettin down on the low Down the low Then runnin back to me in the morning In the morning I know shit could never be like this You could never be my bitch No no Oh Our love will never be another Uh Youre just a devil undercover Undercover Found you when you were in the gutter In the gutter Shit was sweet until I was a sucker Til I was a sucker yeah Rather be single for life Single for life rather be single Than be fuckin with you I aint rollin the dice no I aint rollin the dice I aint playin to lose No Every time you left shit was never right No In another bed Bed every single night Oh Had it to a science you were so precise Yeah See it in your eyes saw you in the light Light Somehow mami I still want you Want you Listen to me dont drive away Dont drive away Kill me softly your hold on me is Ayy Somethin I cant explain I know you could never be my bitch Be my bitch Shit could never be like this Be like this I know stop thinkin youre in my plans Plans Hunnid times you blew another chance Blew another chance I know you were gettin down on the low Down on the low Then runnin back to me in the morning I know shit could never be like this Be like this You could never be my bitch No no Be my bitch It could never be like this Shit could never be like this It could never be like this
 Wow.,Post Malone,Said she tired of little money need a big boy Pull up 20 inch blades like Im Lil Troy Now its everybody flockin need a decoy Shawty mixing up the vodka with the LaCroix yeah GWagen GWagen GWagen GWagen All the housewives pullin up Up up I got a lot of toys 720S bumpin Fall Out Boy You was talkin shit in the beginning Mmmm Back when I was feelin more forgivin More forgivin I know it piss you off to see me winnin See me winnin See the igloo in my mouth when I be grinnin I be grinnin yeah Hunnid bands in my pocket its on me Hunnid deep when I roll like the army Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me On me Yeah your grandmama probably know me Know me Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Everywhere I go Hey Catch me on the block like Im Mutombo Wow 750 Lambo in the Utah snow Skrrt Trunk in the front like that shit Dumbo yeah Cut the roof off like a niptuck Pull up to the house with some big butts Turn the kitchen counter to a stripclub Yeah wow Me and Dre came for the When I got guap all of yall just appeared Wow Before I dropped Stoney none of yall really cared Cared Now they always say Congratulations to the kid Kid And this is not a 40 but Im pourin out this shit Yeah Used to have a lot but I got more now Yup Made another hit cause I got bored now Yup Always goin for it never punt fourth down Last call Hail Mary Prescott touchdown ayy See Post Malone LiveGet tickets as low as 43You might also like Hunnid bands in my pocket its on me On me Hunnid deep when I roll like the army Hey Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me Yeah yeah Yeah your grandmama probably know me Yeah yeah Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Got em sayin Wow Ayy ayy wow Sayin Wow Wow Wow171Embed Said she tired of little money need a big boy Pull up 20 inch blades like Im Lil Troy Now its everybody flockin need a decoy Shawty mixing up the vodka with the LaCroix yeah GWagen GWagen GWagen GWagen All the housewives pullin up Up up I got a lot of toys 720S bumpin Fall Out Boy You was talkin shit in the beginning Mmmm Back when I was feelin more forgivin More forgivin I know it piss you off to see me winnin See me winnin See the igloo in my mouth when I be grinnin I be grinnin yeah Hunnid bands in my pocket its on me Hunnid deep when I roll like the army Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me On me Yeah your grandmama probably know me Know me Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Everywhere I go Hey Catch me on the block like Im Mutombo Wow 750 Lambo in the Utah snow Skrrt Trunk in the front like that shit Dumbo yeah Cut the roof off like a niptuck Pull up to the house with some big butts Turn the kitchen counter to a stripclub Yeah wow Me and Dre came for the When I got guap all of yall just appeared Wow Before I dropped Stoney none of yall really cared Cared Now they always say Congratulations to the kid Kid And this is not a 40 but Im pourin out this shit Yeah Used to have a lot but I got more now Yup Made another hit cause I got bored now Yup Always goin for it never punt fourth down Last call Hail Mary Prescott touchdown ayy Hunnid bands in my pocket its on me On me Hunnid deep when I roll like the army Hey Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Wow wow Hunnid bands in my pocket its on me Yeah yeah Yeah your grandmama probably know me Yeah yeah Get more bottles these bottles are lonely Its a moment when I show up got em sayin Wow Got em sayin Wow Ayy ayy wow Sayin Wow Wow Wow
 Paranoid,Post Malone,Never know when someone come and try to take my life Ive been sleepin with the 45 like every night In the whip I pray to God I dont see flashin lights God damn they right behind me And I wake up everyday I wake up every day with this anxiety And they know where I stay Got Malone on my plates And they followin me Two hundred bands under the floor of the kitchen A little more up in the walls and the ceilin Even family and friends started switchin Ever since I got that check seen em itchin Eyes open I see you Im watchin you More people wanna be you dont trust no one Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace See Post Malone LiveGet tickets as low as 43You might also like Sometimes feel like I got no friends Cant trust a soul like Im Snowden Right by the bed keep it loaded Lord have mercy if they broke in I dont ever sleep yeah Im wide awake If you try to pull up to my place Beam is gonna hit you a mile away I promise one of us gonna die today Helicopters in the sky No he cant escape the eyes Politicians and the lies Tell me whats the point in pickin sides Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace Ayy Mind is runnin all day Cost me more than money and Im payin the price yeah I aint goin nowhere Killin myself so I can make me a life yeah Minute after minute never had a limit Woke up every mornin knew that I just had to get it Windows always tinted you aint lookin in it Either way I know theyll come for me again Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace62Embed Never know when someone come and try to take my life Ive been sleepin with the 45 like every night In the whip I pray to God I dont see flashin lights God damn they right behind me And I wake up everyday I wake up every day with this anxiety And they know where I stay Got Malone on my plates And they followin me Two hundred bands under the floor of the kitchen A little more up in the walls and the ceilin Even family and friends started switchin Ever since I got that check seen em itchin Eyes open I see you Im watchin you More people wanna be you dont trust no one Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace Sometimes feel like I got no friends Cant trust a soul like Im Snowden Right by the bed keep it loaded Lord have mercy if they broke in I dont ever sleep yeah Im wide awake If you try to pull up to my place Beam is gonna hit you a mile away I promise one of us gonna die today Helicopters in the sky No he cant escape the eyes Politicians and the lies Tell me whats the point in pickin sides Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace Ayy Mind is runnin all day Cost me more than money and Im payin the price yeah I aint goin nowhere Killin myself so I can make me a life yeah Minute after minute never had a limit Woke up every mornin knew that I just had to get it Windows always tinted you aint lookin in it Either way I know theyll come for me again Tell me why I can get no relief I cant even sleep Wonderin when theyll come for me A paranoid man makes paranoid plans I do what I can but its out of my hands Strugglin just to find my peace
 Spoil My Night (feat. Swae Lee),Post Malone,Yeah I dont have much to say Ill be out front Wont you come spoil my night Feelins come into play and Im thinkin this happens every time Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night My necklace had a natural glow She dancin in the strobe Lets fuckin spoil my night Spoil my night Spent so much cash I lost her My cup was too toxic I took the robe off Yeah I couldnt get her off me Dropped plenty money on her thighs Theres plenty room in my ride Ive never been like a small fry She took me in thats on my life Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night I dont have much to say Ill be out front Wont you come spoil my night Spoil my night Feelins come into play and Im thinkin this happens every time See Post Malone LiveGet tickets as low as 43You might also like Yeah when I walk up in a party they all act like they know me Then I spotted lil mama through the wall of jabronis Ooh Point her out so I can bag her if they just bring her to me bring her to me I aint even see the face but she got beautiful boobies Wow And she see those diamonds in my teeth In my teeth I see her smilin back at me Back at me I think she rock with me like Jumanji Jumanji Its about time Postmate Plan B Now she whippin out her phone and I know And I know Damn how many videos you gon post Everybody on the Gram gonna know My girl at home now my line about to blow Yeah I know what Im doin aint right But aint no need to spoil my night no need no need Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night I dont have much to say Ill be out front Wont you come spoil my night Spoil my night Feelins come into play and Im thinkin this happens every time Yeah Spoil my night spoil my night Spoil my night spoil my night Spoil my night spoil my night43Embed Yeah I dont have much to say Ill be out front Wont you come spoil my night Feelins come into play and Im thinkin this happens every time Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night My necklace had a natural glow She dancin in the strobe Lets fuckin spoil my night Spoil my night Spent so much cash I lost her My cup was too toxic I took the robe off Yeah I couldnt get her off me Dropped plenty money on her thighs Theres plenty room in my ride Ive never been like a small fry She took me in thats on my life Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night I dont have much to say Ill be out front Wont you come spoil my night Spoil my night Feelins come into play and Im thinkin this happens every time Yeah when I walk up in a party they all act like they know me Then I spotted lil mama through the wall of jabronis Ooh Point her out so I can bag her if they just bring her to me bring her to me I aint even see the face but she got beautiful boobies Wow And she see those diamonds in my teeth In my teeth I see her smilin back at me Back at me I think she rock with me like Jumanji Jumanji Its about time Postmate Plan B Now she whippin out her phone and I know And I know Damn how many videos you gon post Everybody on the Gram gonna know My girl at home now my line about to blow Yeah I know what Im doin aint right But aint no need to spoil my night no need no need Spoil my night spoil my night Spoil my night My night Spoil my night spoil my night I dont have much to say Ill be out front Wont you come spoil my night Spoil my night Feelins come into play and Im thinkin this happens every time Yeah Spoil my night spoil my night Spoil my night spoil my night Spoil my night spoil my night
 Rich & Sad,Post Malone,Hunnid thousand for the chain and now my drop Drop drop When I pull out the garage I chop my top Top top Just like a fiend when I start I cannot stop Woah I got I got hella guap look at me now At me now Ooh covered in carats ooh mahogany cabinets Ooh I ball like the Mavericks ooh stable and stallions Ooh massive medallions ooh I finally had it Ooh but then you just vanished damn I thought I was savage All this stuntin couldnt satisfy my soul oul Got a hundred big places but Im still alone one Ayy I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay ayy You know I would throw it all away I just keep on wishin that the money made you stay Price went up my price went up we went our separate ways I just keep on wishin that the money made you stay ayy ayy Buy me love tried to buy me love Now Im alone Ice Box Omarion Ooh Plenty sluts grabbin on my nuts Woah Might have fucked it was only lust Trust I was livin life how could I have known Could have known Couldnt listen to advice cause Im never wrong Oh In the spotlight but Im on my own Oh Now that youre gone Now that youre gone See Post Malone LiveGet tickets as low as 43You might also like All this stuntin couldnt satisfy my soul oul Got a hundred big places but Im still alone one Ayy I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay ayy You know I would throw it all away I just keep on wishin that the money made you stay Price went up my price went up we went our separate ways I just keep on wishin that the money made you stay ayy ayy I dont even wanna go home In a big house all alone Alone I dont even wanna go home No no no But Ima try to call you on the phone Brrt I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay Made you stay ayy You know I would throw it all away All away I just keep on wishin that the money made you stay Made you stay Price went up my price went up we went our separate ways Separate ways I just keep on wishin that the money made you stay Made you stay ayy ayy55Embed Hunnid thousand for the chain and now my drop Drop drop When I pull out the garage I chop my top Top top Just like a fiend when I start I cannot stop Woah I got I got hella guap look at me now At me now Ooh covered in carats ooh mahogany cabinets Ooh I ball like the Mavericks ooh stable and stallions Ooh massive medallions ooh I finally had it Ooh but then you just vanished damn I thought I was savage All this stuntin couldnt satisfy my soul oul Got a hundred big places but Im still alone one Ayy I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay ayy You know I would throw it all away I just keep on wishin that the money made you stay Price went up my price went up we went our separate ways I just keep on wishin that the money made you stay ayy ayy Buy me love tried to buy me love Now Im alone Ice Box Omarion Ooh Plenty sluts grabbin on my nuts Woah Might have fucked it was only lust Trust I was livin life how could I have known Could have known Couldnt listen to advice cause Im never wrong Oh In the spotlight but Im on my own Oh Now that youre gone Now that youre gone All this stuntin couldnt satisfy my soul oul Got a hundred big places but Im still alone one Ayy I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay ayy You know I would throw it all away I just keep on wishin that the money made you stay Price went up my price went up we went our separate ways I just keep on wishin that the money made you stay ayy ayy I dont even wanna go home In a big house all alone Alone I dont even wanna go home No no no But Ima try to call you on the phone Brrt I would throw it all away I just keep on wishin that the money made you stay You aint never cared about that bullshit anyway I just keep on wishin that the money made you stay Made you stay ayy You know I would throw it all away All away I just keep on wishin that the money made you stay Made you stay Price went up my price went up we went our separate ways Separate ways I just keep on wishin that the money made you stay Made you stay ayy ayy
 Zack And Codeine,Post Malone,Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party Im whippin a foreign I cant whip no Beetle Cant whip no Beetle cant whip no Beetle I rock that Saint Laurent over my beater Over my beater I like to stunt like Im Evel Knievel Ooh But it dont mean nothin without all my people Oh When I step up on stage hands up to the sky Hands up to the sky Every little thing I do they always analyze They always analyze Gave that bitch a little blow and then she come alive Ooh wow Started dancin on the table like she had on mine Yeah I dont fuck with nobody No yeah you hardly know me Oh What you take me for Take me for no I cant save your soul Oh I dont fuck with nobody yeah you hardly know me You dont know me know me Please just leave me alone Ayy See Post Malone LiveGet tickets as low as 43You might also like Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party Made a hundred bands saw all your hands out All your hands out No my friend cant do no handouts Do no handouts All these rappers all sound the same now Sound the same now Sayin Im to blame now yall see me on the TV Ooh Multimillionaire by the time Im 23 Ooh Gettin no sleep No ragin for a week Ooh I hit number one and I aint even hit my peak Ahh I just had to tell em I dont fuck with nobody yeah you hardly know me What you take me for no I cant save your soul I dont fuck with nobody yeah you hardly know me Hardly know me Please just leave me alone Leave me alone Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party We aint sleepin we aint sleepin we aint We aint sleepin we aint sleepin We aint sleepin we aint sleepin tonight No We aint sleepin we aint sleepin no way Oh yeah we aint sleepin Pour that drink cause we aint sleepin tonight No27Embed Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party Im whippin a foreign I cant whip no Beetle Cant whip no Beetle cant whip no Beetle I rock that Saint Laurent over my beater Over my beater I like to stunt like Im Evel Knievel Ooh But it dont mean nothin without all my people Oh When I step up on stage hands up to the sky Hands up to the sky Every little thing I do they always analyze They always analyze Gave that bitch a little blow and then she come alive Ooh wow Started dancin on the table like she had on mine Yeah I dont fuck with nobody No yeah you hardly know me Oh What you take me for Take me for no I cant save your soul Oh I dont fuck with nobody yeah you hardly know me You dont know me know me Please just leave me alone Ayy Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party Made a hundred bands saw all your hands out All your hands out No my friend cant do no handouts Do no handouts All these rappers all sound the same now Sound the same now Sayin Im to blame now yall see me on the TV Ooh Multimillionaire by the time Im 23 Ooh Gettin no sleep No ragin for a week Ooh I hit number one and I aint even hit my peak Ahh I just had to tell em I dont fuck with nobody yeah you hardly know me What you take me for no I cant save your soul I dont fuck with nobody yeah you hardly know me Hardly know me Please just leave me alone Leave me alone Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine Thirty bottles yeah the bill is on me On me Been livin fast no I cant take it slowly Slowly Man my life so sweet I feel like Cody Cody I wake up rinse my mouth with fuckin codeine Codeine We on a bender we aint gettin no sleep No sleep We turned the hotel lobby to a party We aint sleepin we aint sleepin we aint We aint sleepin we aint sleepin We aint sleepin we aint sleepin tonight No We aint sleepin we aint sleepin no way Oh yeah we aint sleepin Pour that drink cause we aint sleepin tonight No
